,country,province,region_1,Lat,Lng
0,US,California,Napa Valley,38.5024689,-122.2653887
1,Spain,Northern Spain,Toro,41.4540325,-5.414900299999999
2,US,California,Knights Valley,38.6351857,-122.6941543
3,US,Oregon,Willamette Valley,44.942554,-122.9337615
4,France,Provence,Bandol,43.136418,5.754186
8,US,Oregon,Chehalem Mountains,45.3762277,-123.037326
9,US,California,Sonoma Coast,38.4052701,-123.096764
10,Italy,Northeastern Italy,Collio,41.87194,12.56738
11,US,Oregon,Ribbon Ridge,45.3542829,-123.0739933
12,US,Oregon,Dundee Hills,45.2721648,-123.0163892
13,France,Southwest France,Madiran,43.549639,-0.057621
16,US,California,Diamond Mountain District,38.5550719,-122.574452
17,Spain,Northern Spain,Ribera del Duero,41.5120194,-5.4922548
18,France,Southwest France,Cahors,44.4475229,1.441989
21,Spain,Northern Spain,Rioja,42.2870733,-2.539603
23,US,California,Edna Valley,35.2168996,-120.6077553
24,US,California,Santa Cruz Mountains,37.1108921,-121.8448906
27,US,California,Santa Lucia Highlands,36.4307709,-121.4203754
28,US,Washington,Walla Walla Valley (WA),46.0655953,-118.3387429
29,US,California,Russian River Valley,38.9116325,-123.0110483
30,France,France Other,Vin Mousseux,46.227638,2.213749
31,US,Washington,Columbia Valley (WA),47.4523058,-120.822886
32,Italy,Tuscany,Brunello di Montalcino,42.967171,11.437808
33,Italy,Tuscany,Chianti Classico,43.612362,11.1915624
34,Spain,Galicia,Ribeira Sacra,42.3465529,-7.863258399999999
35,Spain,Andalucia,Jerez,36.6850064,-6.126074399999999
37,France,Rhône Valley,Cornas,44.9622135,4.848509099999999
40,US,California,Mount Veeder,38.3793566,-122.4477575
42,France,Loire Valley,Sancerre,47.442767,2.8143545
43,France,Loire Valley,Coteaux du Giennois,48.014277,3.088529
44,US,Washington,Red Mountain,46.2979123,-119.4408562
45,US,New York,Finger Lakes,42.7238165,-76.9297247
47,Italy,Tuscany,Maremma Toscana,43.13439140000001,11.0111351
48,Argentina,Mendoza Province,Mendoza,-32.8894587,-68.8458386
50,France,Burgundy,Chablis,47.815269,3.800450999999999
51,US,California,Santa Clara Valley,37.2488478,-121.8399593
54,US,Oregon,Eola-Amity Hills,45.1312282,-123.1637138
55,US,California,Rutherford,38.45910120000001,-122.4225638
56,US,California,St. Helena,38.5052429,-122.4703868
58,France,Champagne,Champagne,35.9346922,-96.0134444
60,Italy,Piedmont,Barolo,44.6088032,7.9403041
68,Italy,Veneto,Prosecco,45.9391729,12.279768
69,US,California,Mendocino County,39.5500194,-123.438353
71,France,Southwest France,Buzet,44.2581983,0.2979439
72,France,Southwest France,Côtes de Gascogne,49.034744,1.598236
75,US,California,Paso Robles,35.6368759,-120.6545022
76,US,Washington,Yakima Valley,46.6056192,-120.4948209
78,Argentina,Mendoza Province,Tupungato,-33.3728036,-69.1475583
79,US,California,Howell Mountain,38.58139,-122.45
80,US,New York,Hudson River Region,42.403046,-73.8886727
81,Argentina,Mendoza Province,Valle de Uco,-33.591622,-69.025249
83,US,California,Anderson Valley,39.0865657,-123.4794542
84,US,California,Santa Maria Valley,34.9457909,-120.561774
87,US,California,Amador County,38.3488921,-120.7740931
90,Italy,Sicily & Sardinia,Etna,37.751005,14.9934349
93,US,California,Adelaida District,35.645397,-120.874138
95,US,California,California,35.125801,-117.9859038
97,France,Languedoc-Roussillon,Coteaux du Languedoc Pic Saint Loup,43.780392,3.813078
102,Spain,Catalonia,Cava,42.3252871,1.6055202
104,US,California,Happy Canyon of Santa Barbara,34.4206415,-119.6994278
108,Italy,Tuscany,Toscana,43.7710513,11.2486208
110,US,California,Livermore Valley,37.6704091,-121.6978901
112,France,Rhône Valley,Côtes du Rhône,43.946168,4.8074198
120,Argentina,Mendoza Province,Luján de Cuyo,-33.0391038,-68.8798644
124,Spain,Northern Spain,Valdeorras,42.3788608,-6.9638624
125,Spain,Catalonia,Montsant,41.292953,0.7978029999999999
132,US,Washington,Wahluke Slope,46.7643025,-119.6166988
134,Italy,Piedmont,Barbaresco,44.7232618,8.0835572
135,US,California,Rockpile,38.7722871,-123.2127857
137,France,Alsace,Alsace,48.3181795,7.441624099999999
146,US,California,Fort Ross-Seaview,38.51392510000001,-123.2455683
148,US,California,Santa Barbara County,34.4208321,-119.6982057
149,US,Washington,Horse Heaven Hills,46.13318779999999,-119.8678139
157,US,Oregon,McMinnville,45.21011619999999,-123.1987163
158,US,California,Central Coast,35.6368759,-120.6545022
161,US,California,Carneros,38.2554723,-122.3349422
166,Spain,Northern Spain,Cigales,41.7580541,-4.698011699999999
167,Spain,Central Spain,La Mancha,39.2795607,-3.097702
173,Argentina,Mendoza Province,Agrelo,-33.1194013,-68.8868944
174,France,Burgundy,Beaune,47.02603000000001,4.840004
175,France,Burgundy,Chassagne-Montrachet,46.9447821,4.7539203
176,US,California,Coombsville,38.2971707,-122.2864459
179,Italy,Northeastern Italy,Alto Adige,46.4336662,11.1693296
181,Italy,Veneto,Soave Classico,45.4223008,11.2485921
183,France,Bordeaux,Graves,44.820387,-0.5996032
185,US,California,Monterey County,36.3136201,-121.3541631
186,France,Burgundy,Santenay,46.912833,4.696534
187,France,Southwest France,Côtes du Tarn,43.9264401,1.9881527
188,France,Burgundy,Pouilly-Fuissé,46.2890296,4.7403944
195,US,California,Clear Lake,38.9582307,-122.6263728
198,Italy,Veneto,Amarone della Valpolicella Classico,45.76233329999999,11.690976
220,France,Provence,Côtes de Provence,43.44632319999999,6.4699991
225,Spain,Galicia,Rías Baixas,42.4270967,-8.814226399999999
227,US,California,Paso Robles Willow Creek District,35.5812742,-120.7849327
245,US,Oregon,Umpqua Valley,43.2113549,-123.3464928
251,France,Burgundy,Pommard,47.00931,4.795325
256,US,California,Dry Creek Valley,38.61054,-122.873166
261,Canada,British Columbia,Okanagan Valley,49.8879519,-119.4960106
266,US,California,Santa Ynez Valley,34.5841542,-120.0973685
267,France,Rhône Valley,Côtes du Rhône Villages,45.7895449,5.179355
268,France,Rhône Valley,Châteauneuf-du-Pape,44.054065,4.834646
269,US,California,Alexander Valley,38.65649,-122.786907
272,Spain,Spain Other,Spain,40.4272595,-3.6812251
273,US,California,Sonoma Valley,38.291859,-122.4580356
281,US,California,Lodi,38.1341477,-121.2722194
287,Italy,Tuscany,Bolgheri,43.2336764,10.6170139
289,Spain,Andalucia,Manzanilla-Sanlúcar de Barrameda,36.7754065,-6.342858199999999
294,Italy,Veneto,Soave,45.4544384,11.2358335
296,Argentina,Other,San Juan,38.3002486,-109.2732565
302,US,California,South Coast,41.0006957,-123.0483683
306,France,Southwest France,Gaillac,43.9018159,1.896506
308,US,California,Carmel Valley,36.4799024,-121.7327931
322,US,California,Green Valley,34.6216542,-118.4139702
326,Canada,Ontario,Beamsville Bench,43.1588749,-79.4921643
331,US,Washington,Columbia Gorge (WA),47.4523058,-120.822886
334,US,California,Sta. Rita Hills,34.6422431,-120.438894
342,US,California,Sierra Foothills,37.4868133,-119.9676622
351,Italy,Sicily & Sardinia,Noto,40.1208752,9.012892599999999
379,US,California,Ben Lomond Mountain,37.1310577,-122.1680218
380,Italy,Northeastern Italy,Vigneti delle Dolomiti,46.4102117,11.8440351
386,US,California,Arroyo Seco,36.4135756,-121.3424305
388,France,Burgundy,Côtes de Nuits Villages,47.0831185,4.9145067
389,Australia,South Australia,Adelaide Hills,-34.9062557,138.8397403
396,Italy,Piedmont,Barbera d'Asti Superiore,44.9007652,8.206431499999999
404,US,California,Oak Knoll District,38.35833,-122.33389
405,Italy,Piedmont,Barbera d'Alba,44.7009153,8.0356911
406,US,Oregon,Rogue Valley,42.4401246,-122.9261546
408,US,Oregon,Oregon,43.8041334,-120.5542012
413,Australia,Victoria,Yarra Valley,-37.7450808,145.7133909
417,France,Loire Valley,Pouilly-Fumé,47.5532402,1.0105289
421,US,California,Arroyo Grande Valley,35.1443363,-120.543623
428,US,California,Carneros-Napa Valley,38.2554723,-122.3349422
429,Spain,Central Spain,Vino de la Tierra de Castilla,41.59491,-4.575127
430,US,California,Moon Mountain District Sonoma County,38.3408187,-122.4731735
448,Argentina,Other,Argentina,-38.416097,-63.61667199999999
450,France,Southwest France,Bergerac Rosé,44.860025,0.5030859999999999
452,France,Southwest France,Côtes du Lot,45.82137830000001,5.6152238
461,Spain,Catalonia,Priorat,41.23797829999999,0.7913226999999999
479,France,Bordeaux,Pessac-Léognan,44.727859,-0.59709
480,France,Bordeaux,Bordeaux Supérieur,44.82929670000001,-0.5693851999999999
486,US,California,Calistoga,38.5787965,-122.5797054
495,France,Bordeaux,Bordeaux,44.837789,-0.57918
505,Australia,South Australia,McLaren Vale,-35.2210309,138.5461247
517,US,New York,North Fork of Long Island,40.97132149999999,-72.6261244
518,US,California,Lake County,39.08396440000001,-122.8084496
521,France,Loire Valley,Cour-Cheverny,47.508733,1.457552
523,France,Burgundy,Aloxe-Corton,47.065692,4.85994
530,Italy,Tuscany,Vino Nobile di Montepulciano,43.091508,11.780005
543,Italy,Piedmont,Alta Langa,44.5894434,8.1440557
554,Italy,Italy Other,Vino da Tavola,41.768199,12.470148
555,Italy,Piedmont,Langhe,45.0522366,7.5153885
561,France,Provence,Côtes de Provence Sainte-Victoire,43.5319728,5.6127511
563,France,Provence,Côtes de Provence La Londe,43.118195,6.1501952
585,Spain,Catalonia,Penedès,41.3461265,1.6979398
587,Italy,Lombardy,Valtellina Superiore,46.1727525,10.0673637
594,US,California,Oakville,38.4366996,-122.402785
597,US,California,Mendocino,39.3076744,-123.7994591
613,Australia,Tasmania,Tasmania,-41.4545196,145.9706647
621,France,Southwest France,Côtes de Bergerac,44.865492,0.5179294999999999
624,France,Beaujolais,Morgon,46.1458679,4.6757066
627,Italy,Lombardy,Lugana,45.9862544,8.969988899999999
631,US,California,Sonoma Mountain,38.3229698,-122.5749837
634,US,Virginia,Virginia,37.4315734,-78.6568942
635,Argentina,Other,Cafayate,-26.0730798,-65.976052
637,Argentina,Other,Alto Valle del Río Negro,-39.0319100,-67.5726240
644,US,Washington,Naches Heights,46.6536279,-120.6541983
645,US,New York,Long Island,40.789142,-73.13496099999999
646,Spain,Levante,Jumilla,38.4740856,-1.3253548
648,US,California,Sonoma County,38.5779555,-122.9888319
658,France,Burgundy,Mercurey,46.833678,4.721636999999999
666,US,California,San Luis Obispo County,35.3102296,-120.4357631
686,France,Burgundy,Saint-Aubin,46.950588,4.707633
695,US,California,Spring Mountain District,37.4133977,-122.0831673
710,France,Burgundy,Puligny-Montrachet,46.945092,4.753296
731,France,Bordeaux,Margaux,38.0728527,-78.48755709999999
751,Spain,Northern Spain,Navarra,42.6953909,-1.6760691
752,US,New York,Cayuga Lake,42.6776693,-76.6990172
753,France,Rhône Valley,Collines Rhôdaniennes,44.952398,6.4840823
754,US,New York,New York,40.7127753,-74.0059728
756,Italy,Veneto,Veronese,45.43838419999999,10.9916215
759,US,Washington,Washington,47.7510741,-120.7401385
767,Spain,Catalonia,Terra Alta,41.07922569999999,0.3371889
768,Italy,Tuscany,Bolgheri Superiore,43.2336764,10.6170139
771,Spain,Northern Spain,Campo de Borja,41.8311685,-1.443469
774,France,Southwest France,Côtes du Marmandais,48.626397,-2.2504209
777,France,Southwest France,Fronton,43.840098,1.389654
782,Italy,Lombardy,Terrazze Retiche di Sondrio,46.1727636,9.799491699999999
789,US,Oregon,Applegate Valley,45.4445415,-122.5173059
792,France,Burgundy,Gevrey-Chambertin,47.225962,4.968738999999999
800,France,Burgundy,Volnay,47.001011,4.781678
803,Spain,Central Spain,Valdepeñas,38.7605618,-3.3876655
810,Argentina,Mendoza Province,Uco Valley,-33.6045577,-69.2234272
814,France,Loire Valley,Muscadet Sèvre et Maine,47.1930753,-1.5414887
822,US,California,Shenandoah Valley (CA),38.5348836,-120.792458
824,US,California,Temecula Valley,33.49407,-117.146909
836,US,California,Mendocino Ridge,39.33667,-123.3
838,France,Burgundy,Bourgogne Hautes Côtes de Beaune,47.01346580000001,4.815776100000001
841,US,California,Ballard Canyon,34.6354195,-120.1479918
842,France,France Other,Vin de France,38.6213413,-90.21295549999999
843,Spain,Andalucia,Vino de la Tierra de Cádiz,36.780398,-5.704006
863,France,Southwest France,Monbazillac,44.793529,0.492161
866,France,Southwest France,Montravel,44.855598,0.065677
869,Italy,Piedmont,Roero,44.77926919999999,7.9384998
872,Spain,Northern Spain,Bierzo,42.59219239999999,-6.663812
875,France,Southwest France,Pacherenc du Vic Bilh,46.227638,2.213749
896,Argentina,Other,La Rioja,40.7612634,-73.923382
910,US,Washington,Snipes Mountain,46.3285409,-120.0082522
916,US,California,Calaveras County,38.1960477,-120.6805037
918,France,Bordeaux,Sauternes,44.856263,-0.4886990000000001
933,France,Bordeaux,Médoc,30.0346798,-90.2545231
950,US,California,Mt. Harlan,36.6974604,-121.405214
952,France,Bordeaux,Fronsac,44.820179,-0.6000829999999999
969,France,Southwest France,Bergerac Sec,48.9256884,2.478422
990,US,California,El Dorado,38.6801437,-120.8412807
1003,France,Bordeaux,Bordeaux Rosé,45.575063,-73.82834
1005,France,Burgundy,Savigny-lès-Beaune,47.063402,4.817946
1037,Italy,Southern Italy,Taurasi,41.0125228,14.9680914
1058,Italy,Piedmont,Coste della Sesia,45.652961,8.2740788
1087,France,Bordeaux,Cadillac Côtes de Bordeaux,44.63702199999999,-0.320481
1088,France,Bordeaux,Blaye Côtes de Bordeaux,45.127331,-0.662843
1095,US,Washington,Lake Chelan,48.0269741,-120.3377317
1116,France,Beaujolais,Brouilly,45.844705,4.40916
1118,US,California,Yountville,38.40157809999999,-122.3608105
1167,Australia,South Australia,Barossa Valley,-34.5333333,138.95
1169,Australia,Victoria,Nagambie Lakes,-36.7842847,145.1417222
1170,Italy,Sicily & Sardinia,Sicilia,37.5999938,14.0153557
1176,France,Southwest France,Saint-Mont,43.650444,-0.147616
1177,US,California,Chalone,36.4701483,-121.2298501
1180,Italy,Southern Italy,Aglianico del Vulture,41.87194,12.56738
1191,US,Oregon,Columbia Gorge (OR),45.7247667,-121.5718789
1192,US,Oregon,Elkton Oregon,43.6376174,-123.568152
1205,US,California,Mendocino-Lake,39.2173837,-123.171699
1207,US,California,Paicines,36.7289127,-121.2788708
1209,US,Idaho,Idaho,44.0682019,-114.7420408
1223,US,California,Pine Mountain-Cloverdale Peak,38.854586,-122.96574
1230,Spain,Northern Spain,Somontano,42.1177335,0.03732009999999999
1245,US,California,Cienega Valley,36.7099602,-121.3349326
1261,US,California,Yorkville Highlands,38.875393,-123.108287
1265,Spain,Catalonia,Conca de Barberà,41.4745038,1.2506002
1266,US,California,Dunnigan Hills,38.794346,-121.9552466
1289,France,Loire Valley,Châteaumeillant,47.5532402,1.0105289
1292,France,Bordeaux,Côtes de Bourg,45.040507,-0.555353
1306,US,California,Clements Hills,34.0700545,-118.3835842
1310,US,California,North Coast,38.01925230000001,-122.8631254
1311,US,Washington,Rattlesnake Hills,46.6020711,-120.5058987
1341,US,California,Sonoma-Napa,38.291859,-122.4580356
1354,US,California,Atlas Peak,38.450743,-122.2627529
1355,France,Burgundy,Crémant de Bourgogne,47.084575,4.851313
1356,France,France Other,Mediterranée,46.227638,2.213749
1357,Italy,Southern Italy,Sannio,41.5214585,14.3931399
1368,Italy,Southern Italy,Falanghina del Sannio,41.87194,12.56738
1446,US,California,Marin County,38.083403,-122.7633036
1450,Canada,Ontario,Niagara Peninsula,43.067547,-79.130163
1455,US,California,Yolo County,38.7646021,-121.9017954
1470,US,California,Bennett Valley,38.4035096,-122.6412853
1481,US,Virginia,Monticello,38.0086043,-78.4531994
1494,France,Loire Valley,Chinon,47.167296,0.240385
1495,France,Loire Valley,Vouvray,47.412068,0.799248
1498,France,Bordeaux,Bordeaux Blanc,44.8277881,-0.5933174999999999
1506,France,Rhône Valley,Tavel,44.01293,4.698161
1507,France,France Other,Vin de Savoie,45.4932045,6.472399999999999
1526,Italy,Piedmont,Nebbiolo d'Alba,44.7009153,8.0356911
1527,Italy,Piedmont,Colline Novaresi,45.0522366,7.5153885
1535,Italy,Southern Italy,Fiano di Avellino,40.9110653,14.8676586
1540,US,Oregon,Columbia Valley (OR),47.4523058,-120.822886
1583,France,Provence,Coteaux Varois en Provence,43.39375099999999,6.040819
1591,Italy,Southern Italy,Greco di Tufo,41.0103664,14.8197596
1625,France,Rhône Valley,Costières de Nîmes,43.8380074,4.360158699999999
1633,France,Southwest France,Jurançon Sec,43.310567,-0.482417
1663,US,California,Napa,38.2975381,-122.286865
1671,US,California,Chalk Hill,38.6037982,-122.7772125
1684,US,California,Placer County,39.0915751,-120.8039474
1701,US,California,Monterey,36.6002378,-121.8946761
1704,France,Burgundy,Rully,46.875041,4.740823
1713,Australia,South Australia,South Australia,-30.0002315,136.2091547
1720,Australia,South Australia,Eden Valley,-34.6546423,139.1009757
1722,Australia,South Australia,Langhorne Creek,-35.29625559999999,139.038277
1733,Spain,Northern Spain,Vino de la Tierra de Castilla y León,40.682202,-73.980116
1779,France,Burgundy,Nuits-St.-Georges,47.137985,4.9503199
1820,France,Rhône Valley,Luberon,44.6953067,4.7981587
1835,France,Burgundy,Saint-Romain,46.99825800000001,4.708748
1842,France,Beaujolais,Juliénas,46.235505,4.709970999999999
1857,US,Colorado,Grand Valley,39.0638705,-108.5506486
1860,US,Colorado,Colorado,39.5500507,-105.7820674
1861,US,Arizona,Cochise County,31.82845799999999,-109.949686
1884,Italy,Sicily & Sardinia,Terre Siciliane,37.5999938,14.0153557
1886,Italy,Sicily & Sardinia,Cannonau di Sardegna,40.1208752,9.012892599999999
1889,Australia,Victoria,Victoria,48.4284207,-123.3656444
1926,Spain,Catalonia,Catalunya,41.5911589,1.5208624
1949,Spain,Catalonia,Alella,41.4919653,2.2940817
1970,US,California,Templeton Gap District,35.5496939,-120.7060049
1973,Italy,Tuscany,Colli della Toscana Centrale,44.0839717,10.3934847
1978,US,Washington,Ancient Lakes,47.1508517,-119.9631178
1981,US,California,Red Hills Lake County,38.9152184,-122.7546074
1991,Italy,Central Italy,Lambrusco di Sorbara,44.7507818,11.0034913
2020,Italy,Northeastern Italy,Trentino,46.0512004,11.1175392
2036,Spain,Northern Spain,Cariñena,41.3370805,-1.2241497
2040,France,Burgundy,Marsannay,47.270302,4.988667
2041,France,Burgundy,Meursault,46.97822499999999,4.768746
2052,US,California,Clarksburg,38.4198403,-121.5294026
2107,US,California,Fair Play,38.5935173,-120.6604855
2131,Italy,Italy Other,Vino Spumante,45.807568,12.497794
2148,US,California,Humboldt County,40.7450055,-123.8695086
2156,Italy,Northeastern Italy,Alto Adige Valle Isarco,46.94603619999999,11.4508614
2178,Australia,Australia Other,Australia,-31.91454,115.818194
2224,France,Loire Valley,Muscadet,47.5532402,1.0105289
2236,Argentina,Other,Salta,40.7630112,-111.8773486
2241,Australia,South Australia,Barossa,-34.5333333,138.95
2275,France,Loire Valley,Reuilly,47.8946915,2.0388396
2277,France,Loire Valley,Menetou-Salon,47.2320769,2.488352
2282,France,Loire Valley,Quincy,48.014277,3.088529
2319,Argentina,Other,Patagonia,39.603624,-106.517055
2322,US,California,Temecula,33.4936391,-117.1483648
2326,France,Southwest France,Marcillac,45.269046,-0.5232089999999999
2375,France,Burgundy,Montagny,46.70326,4.672936
2409,US,Arizona,Arizona,34.0489281,-111.0937311
2415,France,Bordeaux,Lussac Saint-Émilion,44.9506726,-0.09517529999999999
2418,US,California,Contra Costa County,37.8534093,-121.9017954
2424,France,Bordeaux,Saint-Estèphe,44.81959310000001,-0.6007912
2451,Italy,Tuscany,Vin Santo del Chianti Classico,43.41949839999999,11.3610074
2454,Italy,Tuscany,Vin Santo del Chianti Rufina,43.7983982,11.4683869
2464,Italy,Piedmont,Barbera d'Alba Superiore,44.7009153,8.0356911
2508,Spain,Levante,Alicante,38.3413076,-0.4796685
2521,France,Burgundy,Meursault-Blagny,46.9547994,4.7271266
2528,Italy,Tuscany,Rosso di Toscana,43.7710513,11.2486208
2534,Italy,Sicily & Sardinia,Valli di Porto Pino,38.9636015,8.5954553
2541,Italy,Sicily & Sardinia,Alcamo,37.9770338,12.9564809
2554,Australia,South Australia,Wrattonbully,-37.1624826,140.9351108
2610,US,North Carolina,Swan Creek,36.1784676,-80.8689607
2612,France,Loire Valley,Touraine,47.5384746,-0.435333
2624,US,Oregon,Southern Oregon,42.7976791,-122.4332992
2634,France,Provence,Coteaux d'Aix-en-Provence,43.5332825,5.440235400000001
2661,US,California,Redwood Valley,39.2652491,-123.2041429
2662,Spain,Northern Spain,Getariako Txakolina,43.3077339,-2.2021494
2679,Italy,Southern Italy,Costa d'Amalfi,40.6333389,14.6028963
2690,Italy,Sicily & Sardinia,Eloro,36.8500963,15.1095323
2825,Italy,Piedmont,Barbera d'Asti,44.7940883,8.3488793
2881,France,Bordeaux,Saint-Émilion,44.8927228,-0.1960024
2924,France,Burgundy,Bourgogne,47.0525047,4.3837215
2945,US,California,Santa Barbara,34.4208305,-119.6981901
2959,France,Bordeaux,Castillon Côtes de Bordeaux,40.7684892,-73.9589049
2993,France,Southwest France,Saussignac,44.800008,0.326801
2995,US,California,Los Carneros,34.4357427,-119.8570982
3021,Australia,South Australia,Clare Valley,-33.8335699,138.61
3046,Italy,Veneto,Soave Classico Superiore,45.4223008,11.2485921
3056,France,Burgundy,Saint-Véran,44.700836,6.868570999999999
3061,Australia,Western Australia,Western Australia,-27.6728168,121.6283098
3080,Argentina,Other,Tulum Valley,,
3090,US,California,Nevada County,39.1346666,-121.1710389
3129,US,California,Napa County,38.5024689,-122.2653887
3131,Argentina,Mendoza Province,Maipú,-32.9846649,-68.7884399
3137,Spain,Levante,Utiel-Requena,39.523061,-1.1493796
3164,Italy,Southern Italy,Campania,41.10994729999999,14.8475139
3190,Spain,Levante,Vino de la Tierra de Castelló,39.986356,-0.051325
3220,France,Southwest France,Bergerac,44.853806,0.483392
3227,US,California,Fiddletown,38.5039105,-120.7565689
3259,Italy,Southern Italy,Puglia,40.7928393,17.1011931
3262,Italy,Southern Italy,Irpinia,41.87194,12.56738
3264,France,Burgundy,Mâcon-Lugny,46.471672,4.80982
3274,Spain,Galicia,Monterrei,41.9470179,-7.449239599999999
3286,France,Provence,Var,43.46764599999999,6.2375947
3287,Italy,Central Italy,Lambrusco Grasparossa di Castelvetro,44.5041498,10.9457811
3304,Italy,Tuscany,Pomino,43.81774799999999,11.5481573
3319,France,Southwest France,Landes,43.9412045,-0.7532808999999999
3347,Italy,Sicily & Sardinia,Vittoria,40.9224649,9.4886293
3394,Argentina,Mendoza Province,La Consulta,-33.7339291,-69.1199066
3415,Italy,Tuscany,Chianti Rufina,43.862071,11.504273
3441,Argentina,Other,Calchaquí Valley,-26.074624,-65.978308
3451,France,Loire Valley,Val de Loire,47.5532402,1.0105289
3479,Spain,Levante,Valencia,39.4948455,-0.3643771000000001
3509,Italy,Northeastern Italy,Isonzo del Friuli,46.0657211,13.6016763
3516,US,California,Potter Valley,39.3221089,-123.113059
3547,Italy,Sicily & Sardinia,Faro,40.593099,8.205112999999999
3564,Spain,Central Spain,Dominio de Valdepusa,40.46366700000001,-3.74922
3616,Australia,New South Wales,Riverina,-35.1081689,147.3598323
3625,US,New York,Seneca Lake,42.6918497,-76.92019200000001
3644,US,California,High Valley,34.4916908,-117.2785979
3725,US,California,San Benito County,36.5760883,-120.9876321
3827,France,Burgundy,Saint-Bris,47.744005,3.647396
3936,France,Languedoc-Roussillon,Sable de Camargue,43.68694259999999,4.618142499999999
3984,US,Virginia,Shenandoah Valley,38.4834568,-78.84974849999999
3993,Italy,Veneto,Soave Colli Scaligeri,45.422217,11.2490718
4019,US,California,San Luis Obispo,35.2827524,-120.6596156
